row_idx,symbol,tf_profile,candidate_type,mfe_pct,mae_pct,atr,atr_pct,bb_width,bias_above_threshold,bias_abs_score,bias_dir,bias_score,body_ratio,close_position,cmf_score,dist_to_high_pct,dist_to_low_pct,ema_slope_pct,engulfing_strength,flow_abs_change,flow_pct_change,flow_scale,flow_slope,higher_highs_ratio,is_bear,is_bull,is_hidden,label_value,lower_lows_ratio,macd_pct,n_past_bars,price_accel,price_flow_ratio,price_max,price_min,price_move_pct,price_range,price_range_pct,pv_correlation,range_contraction,regime_bearish,regime_bullish,regime_confirmed,regime_score,regime_trend,return_3bar,return_6bar,return_full,return_last,return_mean,return_std,roc_10,roc_5,row_atr_pct,rsi,rsi_momentum,strength,strength_atr_ratio,strength_sq,tf_15m,tf_1d,tf_1h,tf_4h,tf_ordinal,up_bars_ratio,vol_avg,vol_median_ratio,vol_ratio_entry,vol_ratio_row,vol_std,vol_std_pct,vol_trend,volatility_pct,wick_lower,wick_upper
141,ETHUSDT,1h,bear,0.0,0.0,20.99600000000005,-99.343154522617,2.553245690942425,1.0,4.2,1,4.2,0.4988054607508466,0.7687735849056583,32.9,0.7667785602332627,2.549358827964417,0.9221770182975242,1.2214793146677478,0.0388800608,0.0379337465,1616013.7393258985,-0.00383,0.7,1.0,0.0,0.0,0,0.4,-99.63159047637859,11,11.803333333333134,0.45804312525634555,3221.0,3115.0,0.0173752918,106.0,-96.68386261180231,0.7362858726169362,0.8302830188679265,0.0,0.0,0.0,3.7,0,1.6915236119771329,1.7786240340313781,1.9893814571142296,29.229999999999563,6.2349999999999905,11.706239789103826,1.866847678869054,1.6617688217184439,-99.39893892541821,85.46240473211257,5.478668267008075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.6,115733.45263636364,5.427504093228912,3.622939802180037,4.275669492,119218.68414316484,1.030114296492578,2.64921083671306,0.3709407570581876,0.08293515358362005,0.4182593856655334
142,ETHUSDT,1h,bear,0.0,0.0,37.730999999999995,-98.83569654236032,3.695133576317616,1.0,15.9,-1,-15.9,0.40063224446786705,0.8099985009743674,32.0,0.7822504744418529,3.334824803665936,1.379447383867156,3.540037243947971,0.2059751658,0.1936172425,1032546.7975512501,-0.021098,0.5,1.0,0.0,0.0,1,0.4,-99.52533798272886,11,-3.576666666666673,0.0721568818951021,3266.0,3132.58,0.0139708165,133.42000000000007,-95.88292472189221,0.34215186245653956,0.816894018887721,0.0,0.0,0.0,9.5,0,0.42330468950942857,1.444988088865525,2.170691720789454,19.019999999999982,6.884999999999991,16.894671908293624,1.9431372055566734,1.8284597449771578,-99.02552618412047,72.15393525966934,6.361014085525127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.6,224041.59236363636,1.5606238920913844,1.3652918405593648,1.5196866434,115483.05634786625,0.5154536491618421,1.5126203003944916,0.5309249315356357,0.06512118018966707,0.5342465753424659
143,ETHUSDT,1h,bull,0.0,0.0,30.283000000000037,-99.03691359477416,3.9895339567306003,1.0,11.8,1,11.8,0.027839291363496308,0.16362800674122627,35.1,3.472237681952197,0.6793093688083678,-1.4975034479704534,0.15970961887478663,0.0611570359,0.0649441892,2143422.565425056,0.000595,0.2,0.0,1.0,0.0,0,0.8,-100.44822440679586,11,2.073333333333418,0.27932604938457944,3253.55,3123.01,0.0181406038,130.53999999999996,-95.84845294923944,0.5265842128343412,0.5274245442010106,0.0,0.0,0.0,15.6,0,-0.20249147028485628,-1.4535767452793265,-1.6855935065097587,-0.8800000000001091,-5.391000000000031,12.239399449682455,-2.243107457749372,-0.6056525463643558,-99.10488542106368,21.581444385872246,-21.581444385872246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.2,286440.2597272727,1.0,0.8369631008862465,1.1820647804,189691.02085448196,0.6622358918229293,1.3104803812405128,0.3827577976354541,0.6757355267320435,0.2964251819044602
144,ETHUSDT,1h,bear,0.0,0.0,26.22199999999998,-99.1697327009176,1.5419737337378119,1.0,2.4,1,2.4,0.4345692475463378,0.5810120323059209,35.2,0.804873569623768,1.1161209020156668,0.5109408891156371,3.3842887473459613,0.0954200309,0.0918988345,2132199.7767874957,-0.007095,0.5,1.0,0.0,0.0,1,0.5,-99.89426856832318,11,-10.589999999999842,0.4089455595825979,3183.68,3123.01,0.0375816203,60.66999999999962,-98.07900552836057,0.05783354063756187,0.6869952200428564,0.0,0.0,0.0,14.3,0,-0.35463006783403633,0.31221910603063696,0.05797689161490615,-15.9399999999996,0.1830000000000382,9.248771750285853,0.23835594699675375,0.20845958834784395,-99.04047527074084,51.27954132289219,10.504203582406873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.5,146904.9452727273,1.0,0.8812694546099437,0.6432061143,81784.81412409125,0.556719271582442,0.6031806837786142,0.2929425635124484,0.3069792802617303,0.2584514721919319
145,ETHUSDT,1h,bear,0.0,0.0,24.285999999999966,-99.22930457796761,1.9758617351323253,1.0,2.3,1,2.3,0.25555555555555043,0.754302818658017,32.9,0.6251626374881877,1.9192810312327453,0.6998473291653907,0.16040024257125413,0.0563805858,0.0554767028,1464904.553599713,-0.005633,0.6,1.0,0.0,0.0,1,0.4,-99.78004134209696,11,-0.7033333333333758,0.13678136617490574,3170.88,3090.7,0.0075881792,80.18000000000029,-97.45555633127907,0.4369093577732458,1.0,0.0,0.0,0.0,5.3,0,0.8868313547709548,1.3808368669287516,0.8058247147303752,-5.289999999999964,2.5190000000000055,13.1524374166919,0.7249480581748389,0.9346572709801357,-99.24173529553056,63.406067056945304,22.444250350338507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.5,123811.83454545453,1.354040189555315,1.3919089692248396,1.6296418328,79012.67212606675,0.6381673643407582,2.6975198201111517,0.42122865513641333,0.048309178743960714,0.6961352657004889
146,ETHUSDT,1h,bull,0.0,0.0,22.5880000000001,-99.27226568037423,2.4889083285607776,1.0,23.1,1,23.1,0.07161125319693197,0.4072974525952899,32.9,1.993955951905353,1.3702204982151436,-0.602162362657204,0.4792176039119989,0.0514550717,0.0499520318,1661024.48003521,0.012201,0.3,0.0,1.0,0.0,1,0.6,-100.30048586456515,11,-4.2099999999998845,0.19010699380219995,3165.77,3061.35,0.0094962306,104.42000000000007,-96.6358235498795,0.1549535958483091,0.5785290174296137,0.0,0.0,0.0,1.3,0,-0.38864052837138996,-0.361140626554911,-1.7112529766428524,-3.9299999999998363,-5.403999999999996,9.084764046345734,-1.700046871635055,-0.0495907155875844,-99.23439142529351,14.81770833333303,17.815820533600885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.3,154969.012,7.4834540024676,3.8930617367554747,4.1071187148,172403.55155305215,1.112503392310794,1.2289808699850973,0.28987706756214743,0.7769455608330291,0.15144318597003886
147,ETHUSDT,1h,bear,0.0,0.0,45.77800000000002,-98.6253719735392,6.599203511899194,0.0,0.0,0,0.0,0.6949868676487383,0.791075130040283,32.5,1.604103044552748,6.073791142300335,2.373322829155928,21.27972027972107,0.0755005226,0.0703853644,1046748.0061923431,-0.009031,0.8,1.0,0.0,0.0,1,0.2,-99.03421857715092,11,35.62333333333345,0.9532512827204563,3383.63,3127.94,0.0670949389,255.69000000000005,-92.32210581314692,0.7237143214145135,0.8102780711017257,0.0,0.0,0.0,18.2,0,3.9793802845046087,4.772017253258577,6.262723600324192,121.71000000000004,19.627,38.66401630284503,6.020502371780591,4.081747462972047,-98.9128098742812,92.88929679646887,0.43299270427392855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.7,302970.347,3.931336342615502,2.8754006972174078,4.0996310397,227967.51373814195,0.7524416696071644,0.978517322929582,1.2063263958143764,0.0,0.3050131323512617
148,ETHUSDT,1h,bull,0.0,0.0,21.08799999999992,-99.36004272855834,2.423201013341597,1.0,34.4,1,34.4,0.5483870967741807,0.17767919682465358,31.5,2.137641796298883,0.461881149058327,-0.8419201728080263,0.3725854383357993,0.0108092751,0.0110452616,1062422.3593420063,0.019366,0.3,0.0,1.0,0.0,1,0.7,-100.28125367513896,11,2.8733333333334485,6.466369098359212,3365.66,3280.0,0.0714227383,85.65999999999985,-97.40047705464279,0.4204205627657139,0.7237917347653526,0.0,0.0,0.0,21.8,0,-0.5102472132652226,-1.1892481888403872,-0.9132214133432065,10.019999999999982,-3.0370000000000346,14.74888172785384,-1.6657515278838857,-0.927521068408072,-99.27624602562803,36.80597793031522,-18.533977930315714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.5,145660.95336363636,1.011217915409337,1.1099178281251088,0.842074136,62681.107049744314,0.43032196070599377,0.9368876651950904,0.4441250874544355,0.2837616183706979,0.16785128485512138
149,ETHUSDT,1h,bull,0.0,0.0,10.598999999999979,-99.67881039540352,0.8623450332551854,1.0,3.5,1,3.5,0.2886690647482075,0.1595744680851084,32.1,0.8618390748866657,0.16364033067468578,-0.3798939133790399,0.5602094240837742,0.1425945952,0.1484159369,736522.338729565,-0.004153,0.3,0.0,1.0,0.0,1,0.4,-100.15031200468914,11,2.5499999999998786,0.08931484702240683,3328.36,3294.52,0.0132557467,33.840000000000146,-98.97452059443866,0.2294877616409204,0.636229314420807,0.0,0.0,0.0,2.9,0,-0.2704850900760628,-0.48192044392171113,-0.8476231397211056,-3.2100000000000364,-2.8210000000000037,5.727905279322256,-0.5275183727113238,-0.3412639450111961,-99.67672376473065,20.42356888236499,5.364309905513437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.3,65491.81754545455,1.4102390877117321,0.8006935517342274,0.9573950806,70873.75037013534,1.0821771791712067,0.44893923474090297,0.17292220783496148,0.4856115107913799,0.2257194244604126
150,ETHUSDT,4h,bull,0.0,0.0,61.426000000000116,-97.99858591848505,11.013858030292319,1.0,33.0,1,33.0,0.6976658021489439,0.14281130589505017,53.1,9.575026147475013,1.5952403449837589,-3.951951563634214,2.3347799132052143,0.5521972254,0.8337219032,461596.2924082895,0.015182,0.4,0.0,1.0,0.0,1,0.6,-101.72490579849199,11,-45.6266666666667,0.059209407609984444,3363.0,3020.17,0.04936418,342.8299999999999,-88.82973350754123,0.6646404263285111,0.9453373392060211,0.0,0.0,0.0,9.8,0,-4.995201981117471,-7.289643401954408,-7.9132999486928615,-112.98000000000002,-26.373999999999977,49.17676623953413,-8.074651363396743,-7.378055957098149,-98.1361167496978,14.241553229567856,-5.082333083345148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.5,386426.1722727273,5.247625892160604,3.2319748650941587,3.1438050783,345649.2835764943,0.8944768972132303,3.108334758018586,1.5097293265437637,0.3023341978510561,0.0
151,ETHUSDT,4h,bear,0.0,0.0,78.33399999999992,-97.20437398733772,4.986990620646002,1.0,52.4,1,52.4,0.4254234747414195,0.7212783851976444,57.6,2.3654363637661473,6.12129820629403,1.2094614934262167,1.124851367419742,0.6393734037,4.3767357343,3580895.561692438,0.027972,0.7,1.0,0.0,0.0,1,0.3,-99.57732960254367,11,-13.629999999999958,0.0384942434105877,2868.3,2630.5,0.1684791307,237.80000000000018,-91.51326542993982,0.08684202538786998,0.6071488645920923,0.0,0.0,0.0,29.5,0,-0.11229265962491011,1.0785968861376887,1.1979702764685727,-28.389999999999873,3.3170000000000073,28.53098707253801,2.6369673593330396,0.991890430708235,-96.70087498101013,56.83438414307497,10.412962418992493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.6,704952.3192727272,0.9036010166615209,0.7864632470065114,0.5441141159,287204.6503465725,0.4074100368133702,0.6871219390780591,1.0300507446811147,0.16938989656723394,0.4051866286913466
152,ETHUSDT,4h,bear,0.0,0.0,60.46500000000005,-97.74191379947791,2.9686931680883846,1.0,3.7,-1,-3.7,0.2720712421311277,0.7733197654697884,67.2,1.7470151734130932,5.959943384459114,1.1090871505329598,1.6286764705882424,0.1408327666,0.1793002015,2922484.555804272,-0.018348,0.7,1.0,0.0,0.0,0,0.3,-99.73303973234191,11,4.220000000000103,0.25947725607960637,2724.49,2518.12,0.0465243243,206.3699999999999,-92.29304144212779,-0.3403946227543325,0.4578669380239368,0.0,0.0,0.0,9.9,0,0.256096328162739,1.5823216995447662,0.8979305771172745,17.720000000000255,2.382999999999993,14.321689107395454,0.9728836951480323,0.9599396738618168,-97.99447502316904,60.77013468317803,22.08790848682345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.6,468451.8729090909,1.0794935274277002,1.071965377961999,1.1762960231,254651.84757683752,0.5436030087689627,0.7933009081748063,0.5401496444967859,0.009672961768764896,0.7182557961001074
153,ETHUSDT,4h,bull,0.0,0.0,116.758,-94.62360937154645,22.035607125570113,1.0,74.9,1,74.9,0.5046131642698811,0.3531178041816336,43.6,16.169969792971354,8.826806896043609,-4.57754004121578,3.683220466516174,0.5629861672,1.0134187291,1020545.6147994455,0.056252,0.3,0.0,1.0,0.0,1,0.7,-102.23350257869548,11,30.589999999999993,0.042907329962782195,2522.84,1979.99,0.0434830918,542.8500000000001,-75.00322331098504,0.3854222862047988,0.3573915446255871,0.0,0.0,0.0,26.9,0,3.3951160985921507,1.0920669205202465,-11.003651355017446,97.88999999999987,-26.85100000000002,75.32133819693968,-8.976674979567035,4.732463649297082,-94.16873440970124,27.542946991619644,27.648237288783996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.4,1436026.2712727273,1.691528920475977,1.42682555395316,1.5918976297,657208.4950087786,0.45765771013806394,1.2250826075348522,3.402941325051158,0.48342868924282356,0.011958146487295315
154,ETHUSDT,4h,bear,0.0,0.0,26.895000000000003,-98.61098916989882,2.5155306943613684,1.0,68.5,1,68.5,0.011957484499556243,0.7471658006613124,54.7,1.105734220950595,3.26762280053918,0.8510283206856619,0.3333333333333333,0.5116202673,3.4874016291,873880.9994781996,0.045297,0.7,1.0,0.0,0.0,1,0.4,-99.60568736048536,11,-3.6200000000000423,0.044676499689588145,1957.68,1873.0,0.1558048978,84.68000000000006,-95.62664297851022,0.2910899189715014,0.5465281058101079,0.0,0.0,0.0,3.4,0,-0.027880896938778904,0.8584272238109387,2.3220051470937975,0.2699999999999818,4.3940000000000055,11.65855641911888,1.828020888662168,1.012593512306589,-98.44041083408305,72.7857291018461,11.604921983295782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.7,452191.81563636364,0.8703994981579488,0.6610788688851289,0.5065434924,318901.03485286067,0.7052339821853596,0.5082430060999485,0.6069769353740715,0.03985828166519419,0.9481842338352495
155,ETHUSDT,4h,bear,0.0,0.0,44.54600000000001,-97.83253292850851,14.000887162443314,0.0,1.9,0,1.9,0.5996681678122759,0.927071266683455,64.8,0.7045508731467839,8.956262377080684,5.295785839858525,1.4079020589871962,0.1784993298,0.220037444,2220822.4850207455,-0.014478,0.8,1.0,0.0,0.0,1,0.2,-98.30489046226589,11,-23.49333333333334,0.27460048117867336,2069.69,1871.14,0.060422388,198.54999999999995,-90.33918674977252,0.3844708735621756,0.7066230168723243,0.0,0.0,0.0,20.6,0,0.3584211888450022,6.062764162189779,7.9422686043519155,25.299999999999955,15.122000000000003,33.26218600419666,8.652737980692985,6.420844962484659,-98.02192615700585,80.46088147610996,4.83111563996799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.6,826490.6428181819,1.0,0.6804688799407516,0.8010247993,544698.4061156574,0.6590496950556337,2.147795337406281,1.7173380329895696,0.05712254088646786,0.3432092913012562
156,ETHUSDT,4h,bull,0.0,0.0,32.129999999999995,-98.35199499392192,4.128654502362291,1.0,40.6,1,40.6,0.40195121951219004,0.12804125208802455,63.8,6.158091535316954,0.9042741443248261,-1.2448236605452287,1.666329625884694,0.157124369,0.148240811,2026224.1838808905,0.01793,0.2,0.0,1.0,0.0,1,0.8,-100.81727863135241,11,-3.6699999999999213,0.2194107404052221,2069.69,1932.0,0.0325256261,137.69000000000005,-92.93763432035821,0.23798692106371097,0.46335972111264384,0.0,0.0,0.0,21.0,0,-1.3345141700404803,-1.2395522010029787,-5.137187927267769,-16.47999999999979,-10.557999999999993,12.230408187973334,-3.571976160447105,-1.6689194641704284,-97.803062998769,9.045771916214179,11.62073491667988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.2,606507.6679090909,1.633574747451434,1.4664117323794663,1.2029535291,279422.2927450619,0.46070694160942477,0.6460643775072842,0.6039631599465707,0.43000000000000266,0.16804878048780733
