timestamp,open,high,low,close,volume
1783602900000,62876.0,62876.01,62694.0,62727.08,108.37711
1783603800000,62727.08,62970.48,62523.08,62970.47,200.25563
1783604700000,62970.48,63240.15,62818.0,63028.35,291.02739
1783605600000,63028.36,63144.79,62864.0,62932.01,111.66202
1783606500000,62932.0,62932.0,62666.66,62879.75,268.96137
1783607400000,62879.75,63000.0,62744.19,62918.37,105.77747
1783608300000,62918.37,63042.85,62818.0,63016.0,112.00279
1783609200000,63016.0,63208.0,62922.11,63097.53,195.92448
1783610100000,63097.52,63261.0,62941.56,62985.27,454.94104
1783611000000,62985.27,63086.95,62872.62,62979.59,96.05235
1783611900000,62979.58,63045.99,62811.1,62868.05,110.21592
1783612800000,62868.06,62996.0,62825.45,62858.98,88.04859
1783613700000,62858.97,62886.85,62559.59,62711.42,286.36011
1783614600000,62711.43,62791.14,62682.0,62726.53,76.80026
1783615500000,62726.53,62739.66,62608.15,62700.01,80.92861
1783616400000,62700.01,62800.0,62668.0,62700.47,66.33794
1783617300000,62700.47,62846.0,62697.53,62838.99,76.51421
1783618200000,62839.0,63050.0,62754.93,63028.0,181.48281
1783619100000,63027.99,63165.12,63014.37,63142.79,406.61995
1783620000000,63142.79,63500.0,63080.0,63390.85,445.05931
1783620900000,63390.85,63420.0,63247.72,63385.83,135.60435
1783621800000,63385.83,63421.35,63260.0,63318.72,104.21324
1783622700000,63318.73,63358.0,63188.0,63219.03,92.00532
1783623600000,63219.03,63276.81,63183.46,63207.37,119.5926
1783624500000,63207.37,63276.0,63118.45,63264.73,182.22965
1783625400000,63264.73,63374.44,63222.0,63364.0,120.74289
1783626300000,63364.0,63375.73,63228.02,63248.1,183.66861
1783627200000,63248.09,63282.0,63177.36,63200.43,89.12766
1783628100000,63200.43,63326.53,63194.0,63286.41,45.96775
1783629000000,63286.4,63330.85,63248.76,63317.26,47.78479
1783629900000,63317.27,63322.0,63248.0,63313.38,53.73242
1783630800000,63313.38,63397.94,63283.32,63324.03,85.62684
1783631700000,63324.03,63348.0,63246.08,63256.15,38.27367
1783632600000,63256.14,63277.06,63208.91,63228.58,54.73419
1783633500000,63228.58,63288.86,63226.59,63274.59,82.81146
1783634400000,63274.6,63342.0,63237.38,63253.49,85.14233
1783635300000,63253.49,63383.97,63253.49,63344.0,49.56841
1783636200000,63344.0,63418.0,63266.62,63360.6,80.50186
1783637100000,63360.61,63396.8,63218.77,63218.78,59.07115
