timestamp,open,high,low,close,volume
1776859200000,4738.07,4744.6,4709.19,4712.21,591.7435
1776873600000,4712.21,4731.8,4708.45,4722.8,392.1898
1776888000000,4722.61,4726.58,4707.17,4710.44,112.4907
1776902400000,4710.43,4733.19,4680.41,4687.38,760.5296
1776916800000,4687.38,4704.2,4676.51,4703.69,246.3258
1776931200000,4703.42,4706.99,4671.15,4704.89,288.1744
1776945600000,4704.89,4725.72,4702.15,4705.73,404.201
1776960000000,4705.73,4720.6,4656.0,4683.97,720.4921
1776974400000,4683.96,4692.02,4676.77,4686.25,207.675
1776988800000,4686.5,4699.48,4659.24,4661.74,316.9026
1777003200000,4662.03,4683.43,4650.02,4683.42,379.6366
1777017600000,4683.42,4703.57,4666.5,4693.48,264.057
1777032000000,4693.41,4722.86,4678.75,4710.71,526.7694
1777046400000,4710.72,4714.0,4698.29,4700.88,183.7166
1777060800000,4700.7,4700.7,4684.86,4690.58,543.483
1777075200000,4690.58,4694.9,4690.57,4694.26,30.3832
1777089600000,4694.27,4701.0,4693.63,4693.63,85.7034
1777104000000,4693.64,4700.99,4693.63,4698.42,65.3444
1777118400000,4698.31,4698.31,4692.86,4693.79,68.8521
1777132800000,4693.79,4693.8,4690.65,4691.98,65.5188
1777147200000,4691.97,4695.4,4688.1,4688.1,53.7275
1777161600000,4688.11,4692.24,4685.74,4691.73,46.3979
1777176000000,4691.74,4693.49,4689.78,4691.11,44.1571
1777190400000,4691.11,4695.45,4691.11,4695.45,68.0633
1777204800000,4695.46,4705.75,4695.46,4700.05,140.2208
1777219200000,4700.05,4709.48,4700.0,4705.24,167.9601
1777233600000,4705.25,4706.58,4670.0,4675.48,357.355
1777248000000,4674.75,4713.48,4668.01,4707.58,428.1398
1777262400000,4707.59,4711.15,4692.34,4695.46,258.9398
1777276800000,4695.46,4696.72,4685.74,4689.55,169.6516
1777291200000,4689.41,4696.64,4657.9,4659.78,463.7504
1777305600000,4659.77,4675.93,4657.87,4674.01,325.5468
1777320000000,4674.02,4688.09,4671.26,4685.92,260.1503
1777334400000,4685.93,4691.88,4662.0,4664.76,221.8884
1777348800000,4664.77,4664.77,4617.11,4627.8,1323.2445
1777363200000,4627.99,4630.15,4551.35,4559.85,3274.5575
1777377600000,4560.0,4593.4,4550.51,4581.4,1654.6496
1777392000000,4581.59,4596.39,4575.9,4592.19,272.0992
1777406400000,4592.39,4595.99,4584.97,4590.57,223.9578
1777420800000,4590.56,4604.4,4572.03,4590.85,261.2915
1777435200000,4590.86,4599.85,4567.41,4567.69,340.3598
1777449600000,4567.69,4577.55,4553.11,4562.42,433.0153
1777464000000,4562.14,4568.33,4516.77,4547.47,1296.7649
1777478400000,4547.47,4562.7,4523.41,4546.87,671.4754
1777492800000,4546.87,4559.97,4540.36,4559.97,215.2272
1777507200000,4559.97,4578.78,4555.97,4556.09,283.8632
1777521600000,4556.05,4599.54,4541.74,4593.45,437.3886
1777536000000,4593.46,4635.8,4593.46,4621.69,1104.3768
1777550400000,4621.69,4636.58,4602.7,4606.35,761.7457
1777564800000,4606.35,4618.22,4597.58,4607.68,229.4505
1777579200000,4608.1,4624.19,4607.63,4615.21,228.9539
1777593600000,4615.2,4622.6,4604.11,4613.98,181.7198
1777608000000,4614.19,4615.73,4571.23,4572.83,291.264
1777622400000,4572.84,4579.13,4560.77,4578.79,570.3763
1777636800000,4578.79,4647.86,4575.77,4629.45,1644.8578
1777651200000,4629.95,4635.32,4600.19,4601.22,295.4734
1777665600000,4601.38,4605.35,4599.02,4602.99,249.5677
1777680000000,4603.0,4603.6,4602.02,4603.14,42.8315
1777694400000,4603.15,4603.15,4598.59,4600.2,71.4387
1777708800000,4600.21,4601.93,4599.52,4601.77,43.9213
1777723200000,4601.78,4604.85,4601.68,4603.4,91.0307
1777737600000,4603.59,4603.91,4597.29,4599.91,89.8065
1777752000000,4599.91,4603.91,4597.44,4598.38,62.9259
1777766400000,4598.39,4599.59,4597.45,4599.35,43.5231
1777780800000,4599.35,4603.95,4599.34,4603.38,62.9018
1777795200000,4603.37,4610.86,4603.37,4610.7,55.2892
1777809600000,4610.71,4616.75,4609.42,4614.17,235.5785
1777824000000,4614.18,4618.55,4608.4,4615.54,230.8668
1777838400000,4615.65,4632.58,4604.6,4605.7,590.5489
1777852800000,4605.69,4611.38,4586.87,4608.4,544.7142
1777867200000,4608.2,4608.2,4576.2,4576.2,369.5042
1777881600000,4576.0,4578.8,4525.21,4556.58,1229.7526
1777896000000,4556.57,4576.39,4514.05,4523.0,1451.0051
1777910400000,4523.0,4532.79,4504.07,4517.8,1243.6198
1777924800000,4517.99,4525.39,4513.63,4517.56,325.5872
1777939200000,4517.28,4542.19,4513.1,4532.23,330.3595
1777953600000,4532.24,4553.58,4526.2,4542.1,367.106
1777968000000,4542.11,4556.89,4535.7,4555.37,488.2216
1777982400000,4555.38,4577.22,4548.94,4562.74,986.7241
1777996800000,4562.52,4562.52,4545.5,4547.79,306.9528
1778011200000,4547.8,4586.67,4541.69,4585.0,472.1166
1778025600000,4585.17,4637.02,4580.01,4629.51,681.3117
1778040000000,4629.51,4665.82,4629.51,4665.82,541.4
1778054400000,4665.86,4709.98,4658.04,4679.33,1000.1366
1778068800000,4679.23,4701.35,4650.0,4675.44,1008.7848
1778083200000,4675.36,4686.66,4666.66,4680.61,510.9687
1778097600000,4680.58,4686.22,4675.52,4685.28,89.5319
1778112000000,4685.52,4706.64,4673.34,4687.21,333.049
1778126400000,4686.97,4733.16,4681.44,4728.35,565.9571
1778140800000,4728.37,4736.66,4709.04,4728.56,555.9484
1778155200000,4728.57,4750.68,4714.09,4715.21,1057.2279
1778169600000,4715.21,4715.97,4682.5,4696.91,849.9018
1778184000000,4696.91,4711.13,4672.34,4696.0,875.3562
1778198400000,4696.16,4720.75,4687.5,4710.53,345.6128
1778212800000,4710.53,4723.1,4691.01,4699.26,262.8761
1778227200000,4699.25,4715.99,4698.61,4706.41,297.2048
1778241600000,4706.42,4736.15,4693.8,4698.76,849.8597
1778256000000,4698.97,4717.46,4698.1,4713.08,183.04
1778270400000,4712.84,4712.85,4700.89,4700.89,91.1868
1778284800000,4700.9,4706.74,4698.13,4699.57,63.9347
1778299200000,4699.58,4702.38,4698.41,4700.31,70.6094
1778313600000,4700.31,4700.73,4698.59,4699.95,47.7928
1778328000000,4699.95,4701.01,4699.1,4700.5,115.7689
1778342400000,4700.5,4709.98,4698.99,4709.97,112.1467
1778356800000,4709.97,4711.7,4708.56,4709.01,45.452
1778371200000,4709.01,4711.88,4707.35,4711.87,29.901
1778385600000,4711.88,4713.1,4710.0,4710.0,40.575
1778400000000,4710.0,4713.28,4707.79,4713.27,69.1476
1778414400000,4713.34,4719.16,4711.29,4717.92,157.3683
1778428800000,4717.92,4718.83,4712.85,4713.29,260.6291
1778443200000,4713.28,4713.74,4677.0,4685.68,997.0142
1778457600000,4685.67,4699.63,4666.21,4674.51,614.1805
1778472000000,4674.56,4675.95,4646.62,4665.32,467.4631
